"Locus Tag","Gene Name","Product Description","Strain Name","Accession","GO Term","Namespace","GO Evidence Code","Evidence Ontology ECO Code","Evidence Ontology Term","Similar To \ Binds To","PMID"
"PP_5308","tonB","TonB energy transducing system subunit TonB","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF03544","PMID:24451626"
"PP_5309","oxyR","oxidative and nitrosative stress transcriptional dual regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5309","oxyR","oxidative and nitrosative stress transcriptional dual regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5309","oxyR","oxidative and nitrosative stress transcriptional dual regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5310","recG","junction-specific ATP-dependent DNA helicase","Pseudomonas putida KT2440 (TIGR)","GO:0003678","DNA helicase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00643","PMID:24451626"
"PP_5310","recG","junction-specific ATP-dependent DNA helicase","Pseudomonas putida KT2440 (TIGR)","GO:0006281","DNA repair","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00643","PMID:24451626"
"PP_5310","recG","junction-specific ATP-dependent DNA helicase","Pseudomonas putida KT2440 (TIGR)","GO:0006310","DNA recombination","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00643","PMID:24451626"
"PP_5310","recG","junction-specific ATP-dependent DNA helicase","Pseudomonas putida KT2440 (TIGR)","GO:0003676","nucleic acid binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00270","PMID:24451626"
"PP_5310","recG","junction-specific ATP-dependent DNA helicase","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00270","PMID:24451626"
"PP_5311","PP_5311","signal transduction protein","Pseudomonas putida KT2440 (TIGR)","GO:0002161","aminoacyl-tRNA editing activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.90.960.10","PMID:24451626"
"PP_5313","hupA","DNA-binding protein HU-alpha","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF47729","PMID:24451626"
"PP_5313","hupA","DNA-binding protein HU-alpha","Pseudomonas putida KT2440 (TIGR)","GO:0030527","structural constituent of chromatin","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR01727","PMID:24451626"
"PP_5314","alkT","rubredoxin-NAD(+) reductase","Pseudomonas putida KT2440 (TIGR)","GO:0016491","oxidoreductase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF07992","PMID:24451626"
"PP_5315","rubA","rubredoxin-1","Pseudomonas putida KT2440 (TIGR)","GO:0005506","iron ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF000071","PMID:24451626"
"PP_5315","rubA","rubredoxin-1","Pseudomonas putida KT2440 (TIGR)","GO:0009055","electron transfer activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PIRSF000071","PMID:24451626"
"PP_5317","ubiC","chorismate pyruvate-lyase","Pseudomonas putida KT2440 (TIGR)","GO:0005737","cytoplasm","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04345","PMID:24451626"
"PP_5317","ubiC","chorismate pyruvate-lyase","Pseudomonas putida KT2440 (TIGR)","GO:0006744","ubiquinone biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04345","PMID:24451626"
"PP_5317","ubiC","chorismate pyruvate-lyase","Pseudomonas putida KT2440 (TIGR)","GO:0008813","chorismate lyase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF04345","PMID:24451626"
"PP_5318","ubiA","4-hydroxybenzoate octaprenyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0004659","prenyltransferase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01635","PMID:24451626"
"PP_5318","ubiA","4-hydroxybenzoate octaprenyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_01635","PMID:24451626"
"PP_5318","ubiA","4-hydroxybenzoate octaprenyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016765","transferase activity, transferring alkyl or aryl (other than methyl) groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01040","PMID:24451626"
"PP_5320","phoB","two-component system DNA-binding response regulator PhoB","Pseudomonas putida KT2440 (TIGR)","GO:0000160","phosphorelay signal transduction system","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00486","PMID:24451626"
"PP_5320","phoB","two-component system DNA-binding response regulator PhoB","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00486","PMID:24451626"
"PP_5320","phoB","two-component system DNA-binding response regulator PhoB","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00486","PMID:24451626"
"PP_5320","phoB","two-component system DNA-binding response regulator PhoB","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00486","PMID:24451626"
"PP_5320","phoB","two-component system DNA-binding response regulator PhoB","Pseudomonas putida KT2440 (TIGR)","GO:0000156","phosphorelay response regulator activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02154","PMID:24451626"
"PP_5320","phoB","two-component system DNA-binding response regulator PhoB","Pseudomonas putida KT2440 (TIGR)","GO:0006817","phosphate ion transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02154","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0000155","phosphorelay sensor kinase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00082","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0007165","signal transduction","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd00082","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0000160","phosphorelay signal transduction system","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF11808","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0004721","phosphoprotein phosphatase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF11808","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00989","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00989","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0016310","phosphorylation","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00344","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0016772","transferase activity, transferring phosphorus-containing groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00344","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0004673","protein histidine kinase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02966","PMID:24451626"
"PP_5321","phoR","two-component system sensor histidine kinase","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02966","PMID:24451626"
"PP_5322","PP_5322","metal ion transporter","Pseudomonas putida KT2440 (TIGR)","GO:0050660","flavin adenine dinucleotide binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF56176","PMID:24451626"
"PP_5324","PP_5324","two-component system response regulator","Pseudomonas putida KT2440 (TIGR)","GO:0000160","phosphorelay signal transduction system","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00448","PMID:24451626"
"PP_5325","phoU","phosphate transport-associated protein","Pseudomonas putida KT2440 (TIGR)","GO:0030643","cellular phosphate ion homeostasis","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02135","PMID:24451626"
"PP_5325","phoU","phosphate transport-associated protein","Pseudomonas putida KT2440 (TIGR)","GO:0030643","intracellular phosphate ion homeostasis","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02135","PMID:24451626"
"PP_5325","phoU","phosphate transport-associated protein","Pseudomonas putida KT2440 (TIGR)","GO:0045936","negative regulation of phosphate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02135","PMID:24451626"
"PP_5326","pstB-II","phosphate ABC transporter ATP-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0005315","inorganic phosphate transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00972","PMID:24451626"
"PP_5326","pstB-II","phosphate ABC transporter ATP-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00972","PMID:24451626"
"PP_5326","pstB-II","phosphate ABC transporter ATP-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0035435","phosphate ion transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00972","PMID:24451626"
"PP_5326","pstB-II","phosphate ABC transporter ATP-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0016887","ATPase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00382","PMID:24451626"
"PP_5326","pstB-II","phosphate ABC transporter ATP-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0016887","ATP hydrolysis activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00382","PMID:24451626"
"PP_5326","pstB-II","phosphate ABC transporter ATP-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00005","PMID:24451626"
"PP_5327","PP_5327","phosphate ABC transporter permease","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00528","PMID:24451626"
"PP_5327","PP_5327","phosphate ABC transporter permease","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00528","PMID:24451626"
"PP_5327","PP_5327","phosphate ABC transporter permease","Pseudomonas putida KT2440 (TIGR)","GO:0005315","inorganic phosphate transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00974","PMID:24451626"
"PP_5327","PP_5327","phosphate ABC transporter permease","Pseudomonas putida KT2440 (TIGR)","GO:0005886","plasma membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00974","PMID:24451626"
"PP_5327","PP_5327","phosphate ABC transporter permease","Pseudomonas putida KT2440 (TIGR)","GO:0035435","phosphate ion transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00974","PMID:24451626"
"PP_5328","PP_5328","phosphate ABC transporter permease","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd06261","PMID:24451626"
"PP_5328","PP_5328","phosphate ABC transporter permease","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:cd06261","PMID:24451626"
"PP_5328","PP_5328","phosphate ABC transporter permease","Pseudomonas putida KT2440 (TIGR)","GO:0005515","protein binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:2.130.10.10","PMID:24451626"
"PP_5329","PP_5329","phosphate ABC transporter substrate-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0042301","phosphate ion binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR02136","PMID:24451626"
"PP_5330","PP_5330","MFS transporter","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00083","PMID:24451626"
"PP_5330","PP_5330","MFS transporter","Pseudomonas putida KT2440 (TIGR)","GO:0022857","transmembrane transporter activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00083","PMID:24451626"
"PP_5330","PP_5330","MFS transporter","Pseudomonas putida KT2440 (TIGR)","GO:0055085","transmembrane transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00083","PMID:24451626"
"PP_5331","PP_5331","acyl-CoA thioesterase","Pseudomonas putida KT2440 (TIGR)","GO:0016790","thiolester hydrolase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR11049","PMID:24451626"
"PP_5332","PP_5332","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF74650","PMID:24451626"
"PP_5332","PP_5332","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0005975","carbohydrate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF74650","PMID:24451626"
"PP_5332","PP_5332","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0030246","carbohydrate binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF74650","PMID:24451626"
"PP_5332","PP_5332","hypothetical protein","Pseudomonas putida KT2440 (TIGR)","GO:0016853","isomerase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01263","PMID:24451626"
"PP_5334","PP_5334","membrane protein","Pseudomonas putida KT2440 (TIGR)","GO:0016020","membrane","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR33884","PMID:24451626"
"PP_5335","purK","5-(carboxyamino)imidazole ribonucleotide synthase","Pseudomonas putida KT2440 (TIGR)","GO:0004638","phosphoribosylaminoimidazole carboxylase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01161","PMID:24451626"
"PP_5335","purK","5-(carboxyamino)imidazole ribonucleotide synthase","Pseudomonas putida KT2440 (TIGR)","GO:0006189","'de novo' IMP biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01161","PMID:24451626"
"PP_5335","purK","5-(carboxyamino)imidazole ribonucleotide synthase","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:G3DSA:3.30.1490.20","PMID:24451626"
"PP_5336","purE","5-(carboxyamino)imidazole ribonucleotide mutase","Pseudomonas putida KT2440 (TIGR)","GO:0006189","'de novo' IMP biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR23046","PMID:24451626"
"PP_5337","PP_5337","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5337","PP_5337","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5337","PP_5337","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5338","aspA","aspartate ammonia-lyase","Pseudomonas putida KT2440 (TIGR)","GO:0006099","tricarboxylic acid cycle","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF10415","PMID:24451626"
"PP_5338","aspA","aspartate ammonia-lyase","Pseudomonas putida KT2440 (TIGR)","GO:0016829","lyase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF10415","PMID:24451626"
"PP_5338","aspA","aspartate ammonia-lyase","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF48557","PMID:24451626"
"PP_5338","aspA","aspartate ammonia-lyase","Pseudomonas putida KT2440 (TIGR)","GO:0006531","aspartate metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00839","PMID:24451626"
"PP_5338","aspA","aspartate ammonia-lyase","Pseudomonas putida KT2440 (TIGR)","GO:0008797","aspartate ammonia-lyase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR00839","PMID:24451626"
"PP_5339","oruR","ornithine utilization transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00342","PMID:24451626"
"PP_5339","oruR","ornithine utilization transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00342","PMID:24451626"
"PP_5339","oruR","ornithine utilization transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00342","PMID:24451626"
"PP_5339","oruR","ornithine utilization transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0043565","sequence-specific DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00342","PMID:24451626"
"PP_5341","potF-IV","putrescine-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0015846","polyamine transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00909","PMID:24451626"
"PP_5341","potF-IV","putrescine-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0019808","polyamine binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00909","PMID:24451626"
"PP_5341","potF-IV","putrescine-binding protein","Pseudomonas putida KT2440 (TIGR)","GO:0042597","periplasmic space","cellular_component","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00909","PMID:24451626"
"PP_5342","PP_5342","GntR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00345","PMID:24451626"
"PP_5342","PP_5342","GntR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00345","PMID:24451626"
"PP_5342","PP_5342","GntR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SM00345","PMID:24451626"
"PP_5342","PP_5342","GntR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0009058","biosynthetic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00155","PMID:24451626"
"PP_5342","PP_5342","GntR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0030170","pyridoxal phosphate binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00155","PMID:24451626"
"PP_5344","PP_5344","acetyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00583","PMID:24451626"
"PP_5344","PP_5344","acetyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00583","PMID:24451626"
"PP_5345","PP_5345","acetyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016747","transferase activity, transferring acyl groups other than amino-acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF13302","PMID:24451626"
"PP_5345","PP_5345","acetyltransferase","Pseudomonas putida KT2440 (TIGR)","GO:0016747","acyltransferase activity, transferring groups other than amino-acyl groups","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF13302","PMID:24451626"
"PP_5346","pycB","pyruvate carboxylase subunit B","Pseudomonas putida KT2440 (TIGR)","GO:0003824","catalytic activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00682","PMID:24451626"
"PP_5346","pycB","pyruvate carboxylase subunit B","Pseudomonas putida KT2440 (TIGR)","GO:0006814","sodium ion transport","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01108","PMID:24451626"
"PP_5346","pycB","pyruvate carboxylase subunit B","Pseudomonas putida KT2440 (TIGR)","GO:0008948","oxaloacetate decarboxylase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:TIGR01108","PMID:24451626"
"PP_5347","pycA","pyruvate carboxylase subunit A","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02786","PMID:24451626"
"PP_5348","PP_5348","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5348","PP_5348","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5348","PP_5348","LysR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PR00039","PMID:24451626"
"PP_5350","PP_5350","RpiR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003700","DNA-binding transcription factor activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01418","PMID:24451626"
"PP_5350","PP_5350","RpiR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of transcription, DNA-templated","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01418","PMID:24451626"
"PP_5350","PP_5350","RpiR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0006355","regulation of DNA-templated transcription","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF01418","PMID:24451626"
"PP_5350","PP_5350","RpiR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0097367","carbohydrate derivative binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF53697","PMID:24451626"
"PP_5350","PP_5350","RpiR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:1901135","carbohydrate derivative metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:SSF53697","PMID:24451626"
"PP_5350","PP_5350","RpiR family transcriptional regulator","Pseudomonas putida KT2440 (TIGR)","GO:0003677","DNA binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PTHR30514","PMID:24451626"
"PP_5351","zwf","glucose 6-phosphate 1-dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0006006","glucose metabolic process","biological_process","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00966","PMID:24451626"
"PP_5351","zwf","glucose 6-phosphate 1-dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0016614","oxidoreductase activity, acting on CH-OH group of donors","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00966","PMID:24451626"
"PP_5351","zwf","glucose 6-phosphate 1-dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0050661","NADP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:MF_00966","PMID:24451626"
"PP_5351","zwf","glucose 6-phosphate 1-dehydrogenase","Pseudomonas putida KT2440 (TIGR)","GO:0004345","glucose-6-phosphate dehydrogenase activity","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF02781","PMID:24451626"
"PP_5352","uvrD","DNA-dependent ATPase I/helicase II","Pseudomonas putida KT2440 (TIGR)","GO:0005524","ATP binding","molecular_function","ISM","ECO:0000259","match to InterPro signature evidence used in automatic assertion","InterPro:PF00580","PMID:24451626"
